x,y,z,gene
-2.744,-3.525,-34.088,AOC1
9.246,6.86,6.753,AOC2
-10.831,9.227,-17.501,AOC3
-14.625,-14.201,-18.923,AOX1
-24.076,-6.715,11.481,AP1AR
-22.46,-16.827,21.65,AP1B1
-18.309,-12.587,29.187,AP1G1
4.607,-18.113,-6.838,AP1G2
-17.001,-23.379,14.614,AP1M1
-4.535,-4.035,-27.936,AP1M2
-21.797,-20.618,20.075,AP1S1
-16.497,0.583,8.508,AP1S2
5.416,2.318,24.629,AP1S3
-27.797,-11.276,3.609,AP2A1
-22.817,-12.509,28.38,AP2A2
-22.73,-12.106,27.11,AP2B1
-6.223,-18.244,39.523,AP2M1
-16.996,-23.254,23.544,AP2S1
-19.069,-15.659,19.776,AP3B1
-16.441,21.601,15.337,AP3B2
-22.796,-12.436,28.186,AP3D1
-14.863,-18.749,24.279,AP3M1
-15.013,17.475,11.533,AP3M2
-19.374,-16.58,9.803,AP3S1
-17.167,-6.962,18.682,AP3S2
-3.816,-10.946,-7.489,AP4B1
3.017,-3.551,19.309,AP4E1
-4.988,-2.237,31.132,AP4M1
-5.928,-12.068,-1.171,AP4S1
-1.692,-1.579,-13.487,AP5B1
-4.35,-9.635,-0.189,AP5M1
-2.361,-6.239,-5.557,AP5S1
3.281,-4.826,12.991,AP5Z1
-6.373,-8.285,15.324,APAF1
-15.07,17.659,11.692,APBA1
-13.689,21.365,14.65,APBA2
-11.253,-13.415,-9.701,APBA3
-14.718,20.262,19.592,APBB1
16.94,-22.881,-6.868,APBB1IP
-16.993,-0.252,20.147,APBB2
-22.019,-6.045,26.401,APC
-10.674,19.682,11.133,APC2
-7.95,10.404,-12.117,APCDD1
-17.192,-12.752,-28.845,APCS
-21.485,-19.099,5.165,APEH
-2.606,20.257,-31.321,APELA
-14.104,-28.961,13.079,APEX1
-0.313,-11.37,5.28,APEX2
-24.171,-13.87,5.685,APH1A
-4.72,1.438,0.334,APH1B
-17.051,-18.795,28.9,API5
-1.857,-20.114,2.324,APIP
0.6,-24.89,-10.799,APITD1
5.143,-3.846,8.596,APLF
-4.876,16.947,-6.557,APLN
-12.376,5.097,-22.486,APLNR
-14.823,20.343,19.683,APLP1
-8.692,-15.686,39.422,APLP2
-13.81,-16.105,0.852,APMAP
-20.587,-10.14,-27.186,APOA1
-20.777,-12.648,-25.076,APOA2
-19.115,-9.198,-27.971,APOA4
-19.272,-13.78,-28.237,APOA5
-20.387,-8.406,-27.853,APOB
16.443,-16.908,-7.888,APOBEC1
-23.113,22.576,-14.128,APOBEC2
15.149,-14.983,-11.411,APOBR
-17.133,-11.481,-23.322,APOC1
-18.563,-9.858,-26.854,APOC2
-19.9,-10.904,-27.699,APOC3
5.015,-9.929,7.909,APOC4
-3.325,22.685,18.457,APOD
-25.344,-10.303,26.93,APOE
-15.466,-15.049,-20.537,APOF
-20.562,-12.562,-25.349,APOH
12.607,8.631,10.987,APOL6
5.881,6.229,3.305,APOLD1
-18.252,-13.042,-25.321,APOM
-2.745,-23.429,6.226,APOO
3.668,-9.574,14.066,APOOL
-1.5,-5.833,22.161,APOPT1
-14.557,-9.949,37.9,APP
-16.437,-9.288,32.257,APPBP2
-14.667,-6.44,29.636,APPL1
-6.553,-5.42,12.861,APPL2
-12.313,-28.238,15.477,APRT
-1.559,-6.73,15.196,APTX
-15.232,-6.814,-18.88,AQP1
4.498,-3.91,15.741,AQP11
12.433,12.762,-30.398,AQP2
10.945,5.647,3.257,AQP3
-8.12,24.97,-3.5,AQP4
1.65,7.061,-31.697,AQP5
14.112,22.676,-18.309,AQP6
13.072,4.082,17.186,AQP7
-16.212,-10.607,-27.704,AQP8
-10.579,-10.172,-20.299,AQP9
-15.737,-10.687,22.885,AQR
-4.392,12.09,5.305,AR
-17.182,-9.299,36.687,ARAF
-24.884,-18.317,5.376,ARAP1
-23.124,0.31,6.444,ARAP2
-14.606,3.167,-21.796,ARAP3
-10.618,24.351,5.37,ARC
-13.207,-17.553,34.538,ARCN1
1.039,6.239,-34.688,AREG
-23.716,-4.347,12.893,AREL1
-6.262,-18.133,39.188,ARF1
-16.135,-11.223,36.387,ARF3
-9.326,-17.683,35.979,ARF4
-11.298,-22.03,24.048,ARF5
-19.561,-13.659,24.54,ARF6
-20.653,-6.048,12.683,ARFGAP1
-21.746,-15.886,11.844,ARFGAP2
-9.836,-10.162,-1.042,ARFGAP3
-20.838,-10.568,27.558,ARFGEF1
-25.64,-8.902,9.95,ARFGEF2
-10.433,19.521,8.788,ARFGEF3
-21.742,-15.738,6.518,ARFIP1
-22.635,-14.082,1.973,ARFIP2
-9.971,-23.066,8.848,ARFRP1
-16.965,-12.484,-23.519,ARG1
-1.866,-3.132,-30.826,ARG2
-8.966,-12.173,36.738,ARGLU1
-20.617,-19.73,21.649,ARHGAP1
-14.27,-6.295,-7.449,ARHGAP10
-0.594,-29.604,-8.898,ARHGAP11A
-14.482,-6.17,19.144,ARHGAP12
17.955,-22.955,-9.472,ARHGAP15
-7.799,-8.892,14.091,ARHGAP17
0.983,-14.704,-4.917,ARHGAP18
-0.128,-29.381,-7.283,ARHGAP19
-9.4,17.817,11.94,ARHGAP20
-25.033,-6.364,14.012,ARHGAP21
0.011,-0.186,-16.151,ARHGAP22
-23.759,-0.145,3.326,ARHGAP23
-5.388,-4.799,-3.563,ARHGAP24
18.104,-21.557,-9.285,ARHGAP25
-14.94,2.352,17.767,ARHGAP26
6.593,-19.113,-6.455,ARHGAP27
-11.41,8.232,-12.019,ARHGAP28
-19.54,1.874,-12.497,ARHGAP29
17.075,-22.961,-7.044,ARHGAP30
0.125,-2.535,20.556,ARHGAP31
-19.992,3.032,15.244,ARHGAP32
-12.235,18.967,6.385,ARHGAP33
-24.985,-7.349,23.304,ARHGAP35
-2.541,30.221,-4.463,ARHGAP36
0.264,-3.571,18.348,ARHGAP39
17.599,-23.444,-8.681,ARHGAP4
4.811,8.771,-34.099,ARHGAP40
-12.148,-7.194,-10.719,ARHGAP42
-15.25,10.263,9.477,ARHGAP44
-19.944,-4.774,19.483,ARHGAP5
9.627,-1.565,7.262,ARHGAP6
-2.704,17.885,-33.59,ARHGAP8
18.146,-21.853,-11.044,ARHGAP9
-6.797,-19.566,36.561,ARHGDIA
16.397,-23.55,-4.804,ARHGDIB
-7.73,22.534,6.028,ARHGDIG
-26.049,-17.628,6.742,ARHGEF1
-19.069,9.29,-3.564,ARHGEF10
-10.64,-2.647,-4.108,ARHGEF10L
-21.024,-6.413,0.271,ARHGEF11
-25.134,-7.344,23.218,ARHGEF12
4.349,-3.326,19.218,ARHGEF15
-5.104,-3.403,-27.802,ARHGEF16
-17.303,7.335,4.233,ARHGEF17
-22.536,-12.106,0.623,ARHGEF18
-10.606,-4.299,-20.934,ARHGEF19
-15.09,-8.775,27.106,ARHGEF2
-14.82,9.03,2.08,ARHGEF25
2.222,-2.035,4.066,ARHGEF26
-17.994,7.502,-2.25,ARHGEF28
-16.08,-8.894,3.308,ARHGEF3
1.631,24.23,-17.22,ARHGEF33
-1.058,6.048,-19.084,ARHGEF37
-1.62,0.715,-34.158,ARHGEF38
0.626,-24.939,-11.727,ARHGEF39
-14.469,14.909,15.414,ARHGEF4
-1.688,-4.888,27.056,ARHGEF40
1.952,-10.075,11.008,ARHGEF5
15.824,-22.118,-2.65,ARHGEF6
-19.123,-4.875,26.198,ARHGEF7
-14.193,18.977,15.089,ARHGEF9
-11.345,-12.799,35.843,ARID1A
-16.06,-7.246,28.413,ARID1B
-18.642,-11.627,24.929,ARID2
-3.019,-14.781,-6.672,ARID3A
-3.119,-16.47,-9.657,ARID3B
9.266,23.587,-28.694,ARID3C
-7.879,-4.162,24.736,ARID4A
-14.266,-6.806,29.838,ARID4B
15.114,-22.161,-0.742,ARID5A
-12.603,-7.672,6.65,ARID5B
-20.506,-11.733,26.148,ARIH1
-11.912,-10.696,24.188,ARIH2
-13.209,-19.941,30.861,ARL1
-1.778,-5.576,-11.622,ARL10
18.17,-13.346,-14.139,ARL11
6.74,27.03,-21.839,ARL13A
-13.808,-6.462,-6.943,ARL13B
-0.17,-1.056,-35.944,ARL14
-9.398,-10.6,16.887,ARL14EP
-1.642,20.939,-32.758,ARL14EPL
-10.896,-0.36,-0.739,ARL15
3.609,-4.204,10.541,ARL16
-16.927,2.786,13.679,ARL2
-24.979,-12.952,2.209,ARL2BP
-14.349,0.263,8.101,ARL3
-10.622,-6.087,22.42,ARL4A
-19.643,-2.33,0.533,ARL4C
-1.378,0.502,-7.516,ARL4D
-24.028,-11.332,18.958,ARL5A
-20.438,-9.944,8.023,ARL5B
7.779,-3.712,13.334,ARL5C
-6.15,-0.197,3.627,ARL6
-7.905,-15.991,38.303,ARL6IP1
-8.433,-24.799,9.594,ARL6IP4
-23.462,-15.287,3.337,ARL6IP5
-6.295,-24.088,-0.685,ARL6IP6
-21.69,1.36,13.788,ARL8A
-15.401,-10.264,36.927,ARL8B
5.504,24.658,-21.116,ARL9
-9.061,-20.796,18.307,ARMC1
-11.775,-24.666,2.372,ARMC10
9.816,5.327,11.986,ARMC2
-1.226,24.014,-19.527,ARMC3
-1.478,29.666,-18.824,ARMC4
-8.787,-10.979,-6.31,ARMC5
-4.52,-9.099,-4.202,ARMC6
2.655,-6.811,-7.065,ARMC7
-18.204,-4.87,16.187,ARMC8
-5.262,-0.269,1.915,ARMC9
-16.641,13.362,9.587,ARMCX1
-14.33,1.126,7.277,ARMCX2
-17.545,0.065,12.781,ARMCX3
-13.785,8.895,-0.846,ARMCX4
-5.564,0.22,-1.115,ARMCX5
-1.254,4.255,-8.896,ARMCX6
-2.146,-5.654,27.474,ARMT1
-22.322,-12.298,11.783,ARNT
-12.168,19.995,17.22,ARNT2
-5.683,-10.326,-0.418,ARNTL
5.382,-1.618,22.976,ARNTL2
-5.823,-20.176,30.219,ARPC1A
-10.926,-12.244,31.606,ARPC1B
-7.88,-18.761,35.98,ARPC2
-21.365,-18.908,20.508,ARPC3
-8.447,-18.741,35.362,ARPC4
-8.364,-18.673,35.458,ARPC5
-9.975,-20.084,27.581,ARPC5L
-11.222,3.432,-4.634,ARPIN
-9.876,-20.278,30.917,ARPP19
-13.198,18.484,15.288,ARPP21
11.763,25.645,-12.386,ARR3
-15.679,-3.197,17.447,ARRB1
-12.955,-6.439,-3.831,ARRB2
5.179,-19.134,-2.179,ARRDC1
-2.006,-2.801,-11.217,ARRDC2
-23.108,-4.693,14.584,ARRDC3
-7.744,-7.773,-5.709,ARRDC4
-10.914,-10.36,-2.219,ARSA
-22.233,-0.011,9.153,ARSB
-20.114,7.662,-3.159,ARSG
-4.132,13.802,-18.24,ARSI
-2.09,14.679,-18.383,ARSJ
0.461,-9.818,-3.441,ARSK
-22.006,24.061,-15.439,ART1
-12.549,12.279,-19.331,ART3
14.594,-3.617,-20.027,ART4
-18.986,25.437,-17.63,ART5
4.608,14.318,-20.865,ARTN
1.128,-3.226,-9.999,ARV1
-10.596,-5.704,0.672,ARVCF
-3.036,26.02,-3.899,ARX
-11.095,-12.071,-12.492,AS3MT
-12.341,-16.422,23.483,ASAH1
-9.534,-3.36,-13.617,ASAH2
-22.607,-8.691,17.749,ASAP1
-15.282,0.891,1.365,ASAP2
-8.243,7.338,-14.904,ASAP3
-2.765,-4.286,11.065,ASB1
-20.493,24.282,-16.373,ASB10
-21.064,23.711,-15.727,ASB11
10.231,21.379,-20.98,ASB12
0.948,-8.302,9.067,ASB13
-20.303,24.495,-15.582,ASB14
-20.973,24.241,-16.184,ASB15
-1.836,17.422,-19.066,ASB16
15.283,-1.034,-19.06,ASB17
9.647,5.586,9.703,ASB18
-24.05,22.462,-14.186,ASB2
-2.668,-10.412,1.025,ASB3
-2.946,9.154,-9.107,ASB4
-20.272,24.539,-15.345,ASB5
-1,-7.294,15.853,ASB6
-1.297,-6.434,5.761,ASB7
-10.214,-16.425,3.808,ASB8
-6.127,-17.48,0.278,ASCC1
-21.264,-14.048,8.236,ASCC2
-20.883,-13.155,8.245,ASCC3
-3.039,25.696,-4.574,ASCL1
0.102,3.825,-31.262,ASCL2
15.054,19.585,-19.51,ASCL3
13.715,13.656,20.466,ASCL4
-8.367,-26.12,3.159,ASF1A
-0.895,-29.328,-9.739,ASF1B
-18.014,-13.347,-26.538,ASGR1
-18.049,-13.817,-26.724,ASGR2
-15.877,-6.556,30.502,ASH1L
-15.662,-27.411,17.158,ASH2L
-11.039,19.815,6.044,ASIC1
-7.254,24.441,7.27,ASIC2
10.083,13.593,-14.528,ASIC3
-1.118,26.902,-2.505,ASIC4
8.539,-1.006,-29.924,ASIC5
-1.706,-1.92,27.207,ASL
-19.151,-23.919,11.139,ASNA1
-17.171,-22.972,10.039,ASNS
-14.065,-26.418,7.598,ASNSD1
-2.96,20.679,18.369,ASPA
-15.802,-12.078,-27.243,ASPDH
-14.602,-10.198,-25.888,ASPG
-23.993,-7.164,23.113,ASPH
8.431,3.357,17.19,ASPHD1
-10.408,24.088,8.252,ASPHD2
-0.534,-29.276,-9.012,ASPM
-12.334,11.212,-17.902,ASPN
0.695,7.861,-37.415,ASPRV1
-13.104,-24.123,7.284,ASPSCR1
-25.192,1.158,7.66,ASRGL1
-9.073,-24.97,-3.519,ASS1
8.08,-3.34,10.736,ASTE1
8.363,23.93,-34.083,ASTL
-14.072,21.165,14.789,ASTN1
-4.062,16.315,5.207,ASTN2
-8.833,-8.605,18.858,ASUN
-25.522,-13.605,5.851,ASXL1
-7.935,-5.365,32.569,ASXL2
-7.448,17.098,2.335,ASXL3
2.801,23.573,-32.358,ASZ1
-21.55,-6.702,23.821,ATAD1
-1.301,-32.832,-6.617,ATAD2
-2.927,-6.703,4.536,ATAD2B
-14.758,-25.94,7.984,ATAD3A
-0.833,-27.605,-7.785,ATAD5
-9.158,2.499,5.843,ATAT1
-14.02,21.281,14.122,ATCAY
-18.356,-4.863,17.1,ATE1
-12.541,-28.025,3.959,ATF1
-17.419,-5.642,28.899,ATF2
9.157,-13.736,-4.275,ATF3
-13.799,-18.16,33.368,ATF4
-14.883,-11.781,-11.905,ATF5
-25.062,-10.5,16.935,ATF6
-22.963,-14.136,1.945,ATF6B
-10.664,-6.996,21.661,ATF7
-8.154,-11.41,36.352,ATF7IP
-2.04,21.834,-32.657,ATF7IP2
4.046,-1.212,5.268,ATG10
-6.736,-22.446,5.179,ATG101
-20.097,-5.788,14.352,ATG12
-16.838,-5.518,16.602,ATG13
-3.676,-10.826,-1.416,ATG14
-3.974,-5.518,23.912,ATG16L1
3.091,-4.722,12.096,ATG16L2
-21.412,-13.988,9.026,ATG2A
-22.522,-6.695,12.302,ATG2B
-12.604,-19.377,17.18,ATG3
-2.5,-6.185,-6.501,ATG4A
-15.388,-13.961,20.364,ATG4B
-2.453,-5.973,0.651,ATG4C
-11.621,-15.548,-0.514,ATG4D
-6.868,-20.383,10.7,ATG5
-1.678,-1.482,27.12,ATG7
-6.619,-3.555,29.123,ATG9A
1.037,3.964,-13.268,ATG9B
-11.188,-8.81,-15.416,ATHL1
-16.78,-27.366,7.678,ATIC
-14.915,20.431,13.139,ATL1
-22.795,-10.723,12.222,ATL2
-25.457,-14.556,9.93,ATL3
-17.391,-10.357,2.528,ATM
-19.62,-5.445,1.715,ATMIN
-23.204,-8.475,0.587,ATN1
0.068,-0.839,-35.884,ATOH1
-6.649,8.566,-16.391,ATOH8
-5.196,-24.522,24.588,ATOX1
2.96,-11.687,-11.862,ATP10A
-2.605,-4.144,-30.181,ATP10B
4.404,-5.111,6.203,ATP10D
-24.889,-4.137,16.912,ATP11A
-17.711,-10.621,25.301,ATP11B
-19.136,-11.403,3.529,ATP11C
-0.318,3.112,-33.562,ATP12A
-20.607,-24.674,10.722,ATP13A1
-15.607,-3.244,17.416,ATP13A2
-20.291,-12.098,26.284,ATP13A3
-3.854,25.392,-4.988,ATP13A4
-11.692,13.729,-20.291,ATP13A5
-21.201,-16.757,29.596,ATP1A1
-13.832,12.891,13.694,ATP1A2
-15.997,19.559,17.52,ATP1A3
2.11,28.483,-23.124,ATP1A4
-21.688,1.912,20.868,ATP1B1
-13.794,12.955,13.613,ATP1B2
-17.211,-17.299,31.494,ATP1B3
10.55,21.154,-20.683,ATP1B4
-21.293,24.882,-14.691,ATP2A1
-14.894,-11.78,37.394,ATP2A2
6.996,-19.484,-6.36,ATP2A3
-15.675,-9.988,37.523,ATP2B1
-15.283,20.398,16.24,ATP2B2
-9.301,25.208,6.344,ATP2B3
-10.17,-5.421,31.317,ATP2B4
-24.456,-6.81,22.065,ATP2C1
-0.841,1.661,-33.236,ATP2C2
5.047,9.076,-22.444,ATP4A
-0.995,-17.572,40.881,ATP5A1
-0.637,-17.473,41.073,ATP5B
-3.627,-18.871,38.006,ATP5C1
-4.917,-22.748,32.623,ATP5D
-3.998,-22.77,29.156,ATP5E
-3.717,-18.844,38.002,ATP5F1
-3.872,-22.401,32.122,ATP5G1
-4.825,-24.444,22.789,ATP5G2
-3.644,-22.344,32.529,ATP5G3
-3.695,-22.348,32.391,ATP5H
-3.704,-22.371,32.316,ATP5J
-3.999,-22.46,31.254,ATP5J2
-3.74,-22.403,31.996,ATP5L
-3.82,-22.374,32.314,ATP5O
-0.978,-10.546,-3.431,ATP5S
-9.139,-14.23,-0.245,ATP5SL
-16.382,-9.207,37.511,ATP6AP1
0.017,29.102,0.524,ATP6AP1L
-16.85,-9.304,37.735,ATP6AP2
-25.045,-4.154,20.78,ATP6V0A1
-18.702,-10.136,11.562,ATP6V0A2
-0.244,6.687,-31.358,ATP6V0A4
-16.911,-9.241,37.752,ATP6V0B
-6.173,-18.444,39.592,ATP6V0C
-23.382,-3.846,23.747,ATP6V0D1
17.664,-14.632,-13.733,ATP6V0D2
-20.228,2.508,24.387,ATP6V0E2
-16.097,-9.915,37.811,ATP6V1A
12.49,12.494,-30.747,ATP6V1B1
-17.093,-10.465,37.093,ATP6V1B2
-17.898,-9.005,37.277,ATP6V1C1
0.611,6.944,-32.055,ATP6V1C2
-17.667,-9.105,37.319,ATP6V1D
-16.765,-9.405,37.712,ATP6V1E1
-4.851,-22.18,29.071,ATP6V1F
-4.824,-21.559,30.974,ATP6V1G1
-14.369,23.416,13.606,ATP6V1G2
18.392,21.397,-6.447,ATP6V1G3
-17.421,-9.367,36.917,ATP6V1H
-3.941,-7.75,4.196,ATP7A
-10.477,-7.579,-20.424,ATP7B
-20.855,0.566,18.955,ATP8A1
-5.667,21.178,2.178,ATP8A2
-6.814,-3.8,-26.166,ATP8B1
-19.476,-1.439,0.885,ATP8B2
-0.775,28.721,-22.606,ATP8B3
19.065,-21.726,-11.109,ATP8B4
-20.29,8.668,10.653,ATP9A
-23.713,-11.64,4.41,ATP9B
-10.709,-16.075,2.149,ATPAF1
-6.159,-23.103,3.785,ATPAF2
-4.238,-22.067,31.328,ATPIF1
-7.232,-7.977,20.372,ATR
-8.614,-20.603,20.58,ATRAID
5.244,-6.193,21.426,ATRIP
-18.659,-4.633,27.764,ATRN
-19.4,-0.517,3.398,ATRNL1
-8.943,-13.121,37.507,ATRX
-7.651,-1.961,29.977,ATXN1
-10.768,-20.16,32.349,ATXN10
-20.802,-7.939,-0.513,ATXN1L
-18.29,-5.632,27.313,ATXN2
-23.078,-17.198,23.074,ATXN2L
-17.326,-10.583,-0.14,ATXN3
-16.148,-8.678,3.893,ATXN7
-2.638,-8.041,10.931,ATXN7L1
-3.815,-1.224,-8.784,ATXN7L2
-27.347,-9.032,3.794,ATXN7L3
-10.285,-11.783,37.751,ATXN7L3B
-3.489,-5.194,23.487,AUH
0.409,-25.187,-12.316,AUNIP
-16.757,-19.373,20.837,AUP1
-1.038,-29.777,-9.38,AURKA
-8.231,-23.468,21.028,AURKAIP1
-0.933,-29.688,-9.453,AURKB
2.76,23.246,-33.343,AURKC
-8.177,1.286,23.247,AUTS2
4.115,-4.587,10.265,AVEN
7.626,33.071,-9.051,AVIL
-20.494,-8.535,4.689,AVL9
11.782,26.847,-14.854,AVP
-4.445,-16.436,-0.971,AVPI1
-12.029,-11.295,-28.502,AVPR1A
12.966,23.257,-16.216,AVPR1B
14.818,4.387,-20.519,AVPR2
11.447,13.186,3.168,AWAT2
8.9,13.385,4.01,AXDND1
-20.259,-10.574,-1.897,AXIN1
-7.746,-4.559,-9.699,AXIN2
-19.022,-0.897,-10.879,AXL
-16.478,-13.757,-23.524,AZGP1
-14.821,-7.827,19.815,AZI2
-14.312,-17.208,30.837,AZIN1
-2.396,3.234,-3.297,AZIN2
-0.482,-31.795,18.937,B2M
-11.61,14.455,7.258,B3GALNT1
-9.056,-17.339,0.752,B3GALNT2
-11.745,17.774,9.036,B3GALT1
-6.98,17.23,4.643,B3GALT2
0.241,1.146,-13.729,B3GALT4
-3.945,22.4,5.643,B3GALT5
-2.499,-7.277,-4.613,B3GALT6
-8.907,22.99,11.537,B3GAT1
1.018,1.498,-5.586,B3GAT2
-19.023,2.524,5.006,B3GAT3
-6.489,-14.059,-5.195,B3GLCT
4.844,-15.614,-6.088,B3GNT2
-1.969,-1.928,-29.602,B3GNT3
-1.969,25.89,-24.092,B3GNT4
-7.115,4.493,-6.222,B3GNT5
11.032,21.179,-17.104,B3GNT6
-3.495,18.116,-30.694,B3GNT7
1.771,-5.969,-6.152,B3GNT8
0.48,1.764,-6.465,B3GNT9
0.532,-6.813,-7.098,B3GNTL1
-21.44,-6.732,-1.691,B4GALNT1
-2.636,-3.563,-33.061,B4GALNT2
-2.577,3.469,-28.987,B4GALNT3
-11.079,20.518,3.447,B4GALNT4
-25.213,-20.334,14.519,B4GALT1
-10.789,17.423,3.645,B4GALT2
-3.501,-2.474,31.099,B4GALT3
-3.636,-6.218,-4.322,B4GALT4
-17.858,-10.923,6.621,B4GALT5
-8.061,-2.322,30.036,B4GALT6
2.741,-4.986,19.431,B4GALT7
-18.065,6.53,9.15,B4GAT1
-0.578,-1.637,-3.655,B9D1
1.415,-12.647,-3.419,B9D2
-0.11,27.145,-2.225,BAALC
-17.853,-13.571,-27.457,BAAT
-15.966,-23.059,12.658,BABAM1
-19.597,-0.823,25.335,BACE1
-9.307,27.477,-10.093,BACE2
-23.54,-10.986,8.164,BACH1
-1.337,-5.686,6.238,BACH2
-3.541,-21.462,6.383,BAD
-19.549,-21.899,12.093,BAG1
-0.463,-11.603,-4.138,BAG2
-20.104,-1.712,-10.339,BAG3
-19.835,-3.69,7.674,BAG4
-9.971,-16.497,3.852,BAG5
-23.187,-17.188,22.955,BAG6
-16.373,1.704,-5.575,BAHCC1
-12.865,-6.869,-4.738,BAHD1
-21.355,1.812,11.247,BAIAP2
-6.258,-4.478,-25.308,BAIAP2L1
-2.364,-3.048,-32.887,BAIAP2L2
-6.309,19.89,4.79,BAIAP3
-12.317,-8.817,-7.103,BAK1
2.357,-3.912,-2.937,BAMBI
-8.603,-24.604,25.513,BANF1
17.546,-13.941,-23.653,BANK1
-9.438,-16.704,2.632,BANP
-20.067,-23.81,13.248,BAP1
0.25,-18.271,-7.932,BARD1
11.067,22.11,-14.018,BARHL1
10.312,18.653,5.313,BARHL2
12.903,20.636,-23.615,BARX1
0.311,7.841,-34.508,BARX2
-19.889,3.663,18.769,BASP1
17.904,-20.536,-13.049,BATF
10.092,-0.137,-23.146,BATF2
15.853,-10.144,-16.78,BATF3
-15.638,-26.628,11.973,BAX
-12.951,-27.872,1.975,BAZ1A
-16.529,-12.935,31.42,BAZ1B
-24.179,-11.716,16.713,BAZ2A
-14.181,-6.172,28.441,BAZ2B
-1.349,-4.216,-11.434,BBC3
-6.027,-3.08,24.742,BBIP1
0.155,10.314,-6.727,BBOF1
-16.268,-12.365,-26.831,BBOX1
-6.128,12.473,7.965,BBS1
-0.095,2.958,-12.235,BBS10
0.813,1.416,-12.575,BBS12
-1.98,-0.342,-4.469,BBS2
-12.131,13.863,7.586,BBS4
6.094,-2.388,17.424,BBS5
-2.452,1.313,-3.288,BBS7
-0.418,-7.346,-1.525,BBS9
-16.55,-8.71,20.269,BBX
-18.008,2.444,-11.564,BCAM
-7.996,25.025,-3.548,BCAN
-7.815,-21.746,4.649,BCAP29
-8.703,-20.84,28.192,BCAP31
-22.868,-0.02,-2.293,BCAR1
1.745,-8.02,5.188,BCAR3
-2.049,23.336,17.527,BCAS1
-10.621,-22.219,27.595,BCAS2
-11.772,-15.381,3.248,BCAS3
-11.975,-0.705,9.43,BCAT1
-3.386,-10.749,19.534,BCAT2
-8.479,-24.349,21.118,BCCIP
0.603,-3.54,-10.24,BCDIN3D
-14.756,-8.656,-23.146,BCHE
-15.535,-17.837,-3.461,BCKDHA
-10.817,-12.218,-13.825,BCKDHB
-13.494,-24.711,15.971,BCKDK
-21.293,-20.021,7.019,BCL10
-4.91,7.248,20.004,BCL11A
-8.741,18.518,12.972,BCL11B
0.288,-1.718,22.584,BCL2
-21.878,-5.987,17.393,BCL2L1
8.028,23.789,-37.834,BCL2L10
11.9,-20.399,-0.868,BCL2L11
1.507,-8.501,-10.146,BCL2L12
-22.736,-13.22,17.046,BCL2L13
-1.89,4.88,-30.895,BCL2L14
-0.552,2.064,-26.954,BCL2L15
-19.584,-0.108,2.963,BCL2L2
6.545,-13.657,-10.842,BCL3
-10.918,-5.559,-6.512,BCL6
-12.776,4.454,-21.977,BCL6B
-10.362,-2.867,17.527,BCL7A
-3.75,-9.872,16.676,BCL7B
1.324,-9.339,13.464,BCL7C
-18.546,-5.741,0.727,BCL9
-21.12,-4.167,-2.447,BCL9L
-8.923,-13.558,37.161,BCLAF1
19.988,9.73,17.833,BCO1
-8.369,-3.432,-28.38,BCO2
-20.925,-11.482,4.024,BCOR
-9.228,-4.154,-0.626,BCORL1
-25.715,-4.666,4.474,BCR
-3.118,-17.184,-0.301,BCS1L
-13.984,-17.236,-0.06,BDH1
4.583,1.859,-7.82,BDH2
14.017,16.975,-21.953,BDKRB1
4.584,14.213,-20.992,BDKRB2
-3.721,12.409,6.847,BDNF
-16.171,-9.018,21.438,BDP1
3.164,5.561,28.901,BEAN1
-20.606,-17.613,21.776,BECN1
-9.872,22.265,4.352,BEGAIN
-2.537,-16.439,-9.453,BEND3
6.068,-7.018,14.551,BEND4
-0.697,5.294,-8.724,BEND5
-9.796,18.185,11.824,BEND6
-6.214,-2.446,-27.935,BEND7
-2.86,23.614,-18.986,BEST1
10.102,22.685,-30.275,BEST2
6.767,19.974,-18.782,BEST3
-8.122,-19.293,10.325,BET1
-5.918,-21.965,12.353,BET1L
-19.713,14.295,2.943,BEX1
-16.998,21.55,16.88,BEX2
-19.719,14.294,2.922,BEX4
-6.038,-2.789,30.329,BFAR
4.227,12.304,-25.849,BFSP1
13.287,5.807,-17.037,BFSP2
13.665,19.854,-19.836,BGLAP
-19.785,7.079,-13.287,BGN
6.625,15.816,-0.613,BHLHA15
8.623,31.572,-10.387,BHLHA9
-14.123,0.716,7.377,BHLHB9
-3.677,27.09,3.323,BHLHE22
13.141,27.105,-9.616,BHLHE23
-25.699,-13.592,9.571,BHLHE40
-5.271,-5.162,34.395,BHLHE41
-19.28,-14.454,-24.52,BHMT
-15.651,-14.783,-21.057,BHMT2
-14.184,6.627,-12.254,BICC1
-2.251,-5.873,29.438,BICD1
-25.883,-2.795,7.988,BICD2
-6.304,-22.899,-0.99,BID
4.392,9.897,-20.096,BIK
-23.896,-0.614,8.364,BIN1
17.517,-23.654,-7.237,BIN2
4.746,-19.155,-1.735,BIN3
-18.224,-11.562,8.128,BIRC2
11.942,-20.679,-0.708,BIRC3
-1.167,-32.517,-6.769,BIRC5
-9.141,-12.584,37.482,BIRC6
14.517,21.916,-23.193,BIRC7
-5.514,-1.872,-1.625,BIVM
-19.185,0.187,13.135,BLCAP
18.095,-15.175,-25.365,BLK
-0.259,-29.599,-5.861,BLM
-12.708,-15.162,27.338,BLMH
